id,category
stores__3__1232,68
stores__3__1234,68
stores__3__1235,68
stores__3__1237,68
stores__3__1239,68
stores__3__1240,68
stores__3__1241,69
stores__3__1242,86
stores__3__1243,84
stores__3__1244,84
stores__3__1245,69
stores__3__1246,56
stores__3__1247,56
stores__3__1258,49
stores__3__1259,49
stores__3__1260,49
stores__3__1261,49
stores__3__1262,49
stores__3__1265,49
stores__3__2038,56
stores__3__2039,86
stores__3__2089,56
stores__3__2090,69
stores__3__2091,69
stores__3__2092,69
stores__3__2093,68
stores__3__2094,68
stores__3__2095,36
stores__3__2096,36
stores__3__2097,86
stores__3__2098,86
stores__3__2099,86
stores__3__2100,86
stores__3__2101,86
stores__3__2103,69
stores__3__2104,36
stores__3__2105,69
stores__3__2106,36
stores__3__2107,36
stores__3__2108,46
stores__3__2109,46
stores__3__2110,36
stores__3__2111,86
stores__3__2112,36
stores__3__2113,14
stores__3__2114,49
stores__3__2115,14
stores__3__2116,14
stores__3__2117,14
stores__3__2118,14
stores__3__2119,14
stores__3__2120,16
stores__3__2121,16
stores__3__2122,36
stores__3__2123,49
stores__3__2124,36
stores__3__2125,49
stores__3__2126,46
stores__3__2127,36
stores__3__2129,36
stores__3__2130,46
stores__3__2131,46
stores__3__2132,56
stores__3__2133,49
stores__3__2134,49
stores__3__2135,49
stores__3__2136,49
stores__3__2137,49
stores__3__2138,49
stores__3__2139,49
stores__3__2140,49
stores__3__2141,49
stores__3__2142,46
stores__3__2143,49
stores__3__2144,49
stores__3__2145,14
stores__3__2146,46
stores__3__2147,49
stores__3__2148,49
stores__3__2149,49
stores__3__2150,49
stores__3__2151,49
stores__3__2153,14
stores__3__2154,14
stores__3__2155,14
stores__3__2238,14
stores__3__2240,69
stores__3__2241,69
stores__3__2244,14
stores__3__2245,14
stores__3__2351,69
stores__3__2352,69
stores__3__2353,69
stores__3__2354,69
stores__3__2355,68
stores__3__2356,68
stores__3__2445,69
stores__3__2446,69
stores__3__2447,69
stores__3__2448,69
stores__3__2449,69
stores__3__2450,86
stores__3__2451,69
stores__3__2452,69
stores__3__2453,46
stores__3__2617,69
stores__3__2619,69
stores__3__2620,69
stores__3__2622,69
stores__3__2623,69
stores__4__1353,14
stores__4__1354,14
stores__4__1355,69
stores__4__1356,69
stores__4__1357,69
stores__4__1358,69
stores__4__1359,69
stores__4__1360,69
stores__4__1361,69
stores__4__1362,46
stores__4__1363,14
stores__4__1364,14
stores__4__1365,14
stores__4__1366,14
stores__4__1367,14
stores__4__1368,36
stores__4__1369,69
stores__4__1370,86
stores__4__1371,69
stores__4__1372,14
stores__4__1374,14
stores__4__1377,14
stores__4__1378,69
stores__4__1379,69
stores__4__1382,69
stores__4__1384,86
stores__4__1392,14
stores__4__1393,14
stores__4__1394,14
stores__4__1396,4
stores__4__1398,69
stores__4__1399,69
stores__4__1400,68
stores__4__1401,68
stores__4__1402,68
stores__4__1403,68
stores__4__1404,69
stores__4__1405,69
stores__4__1406,69
stores__4__1407,69
stores__4__1408,69
stores__4__1410,46
stores__4__1411,46
stores__4__1412,46
stores__4__1413,69
stores__4__1414,69
stores__4__1415,86
stores__4__1416,86
stores__4__1418,14
stores__4__1419,14
stores__4__1422,14
stores__4__1423,14
stores__4__1426,14
stores__4__1427,14
stores__4__1428,14
stores__4__1429,14
stores__4__1431,4
stores__4__1432,4
stores__4__1433,4
stores__4__1434,21
stores__4__1435,46
stores__4__1438,4
stores__4__1439,4
stores__4__1443,86
stores__4__1445,68
stores__4__1446,69
stores__4__1448,68
stores__4__1452,14
stores__4__1461,14
stores__4__1462,55
stores__4__1465,69
stores__4__1467,69
stores__4__1473,14
stores__4__1474,14
stores__4__1476,14
stores__4__1486,86
stores__4__1487,46
stores__4__1490,17
stores__4__1491,17
stores__4__1492,17
stores__4__1493,69
stores__4__1494,86
stores__4__1495,14
stores__4__1496,14
stores__4__1497,69
stores__4__1498,69
stores__4__1499,14
stores__4__1500,21
stores__4__1501,56
stores__4__1502,56
stores__4__1503,44
stores__4__1504,41
stores__4__1505,4
stores__4__1506,4
stores__4__1507,41
stores__4__1508,41
stores__4__1509,69
stores__4__1510,14
stores__4__1511,69
stores__4__1512,69
stores__4__1513,69
stores__4__1514,68
stores__4__1515,86
stores__4__1516,14
stores__4__1517,36
stores__4__1518,46
stores__4__1519,41
stores__4__1520,41
stores__4__1521,41
stores__4__1522,41
stores__4__1523,41
stores__4__1524,41
stores__4__1525,41
stores__4__1526,41
stores__4__1527,41
stores__4__1528,41
stores__4__1529,41
stores__4__1531,41
stores__4__1532,41
stores__4__1533,41
stores__4__1534,41
stores__4__1535,41
stores__4__1536,41
stores__4__1537,41
stores__4__1539,41
stores__5__1774,56
stores__5__1775,56
stores__5__1776,56
stores__6__1680,78
stores__6__1681,78
stores__6__1682,21
stores__6__1683,86
stores__6__1684,78
stores__6__1685,5
stores__6__1686,5
stores__6__1687,29
stores__6__1688,21
stores__6__1689,5
stores__6__1691,5
stores__6__1692,5
stores__6__1698,9
stores__7__1699,2
stores__7__1702,7
stores__7__1703,2
stores__7__1705,4
stores__7__1706,69
stores__7__1707,2
stores__7__1708,2
stores__7__1709,83
stores__7__1711,4
stores__7__1712,4
stores__7__1715,4
stores__7__1716,7
stores__7__1717,4
stores__7__1718,7
stores__7__1719,83
stores__7__1720,16
stores__7__1721,9
stores__8__1726,69
stores__8__1727,69
stores__8__1728,86
stores__8__1730,69
stores__8__1732,69
stores__8__1735,42
stores__8__1736,86
stores__8__1737,42
stores__8__1738,42
stores__8__1739,42
stores__8__1741,7
stores__8__1742,7
stores__8__1743,69
stores__8__1744,69
stores__8__1745,69
stores__8__1747,41
stores__8__1748,4
stores__8__1749,20
stores__8__1750,20
stores__8__1751,20
stores_____1682,78
stores_____1687,29
stores_____1688,29
stores_____2040,42
stores_____2042,23
stores_____2053,23
stores_____2058,23
